"","Subtype","Provider","Name","Council","Grades published","Setting","Staffing","Leadership","Care and play","Complaints upheld since 22/23","Total"
"2051","Under 3s","Local Authority","Mossbank Wraparound Care","Shetland Islands","15/01/2019",4,4,4,4,0,16
"2052","Under 3s","Private","Papillon Private Nursery ltd","North Lanarkshire","28/05/2019",5,5,5,5,0,20
"2053","Over 3s","Local Authority","St Francis Primary School Nursery Class","Glasgow City","22/07/2019",4,4,5,5,0,18
"2054","Over 3s","Private","Primary Playcare - OLM","East Renfrewshire","01/12/2017",4,5,4,5,0,18
"2055","Under 3s","Private","Edinburgh Montessori Arts School","City of Edinburgh","09/05/2022",5,5,4,5,0,19
"2056","Under 3s","Private","Ankerville Nursery - Alness Ltd","Highland","30/04/2019",6,5,5,5,0,21
"2057","Over 3s","Private","Bridge of Allan Out of School Care","Stirling","13/03/2024",4,5,5,5,0,19
"2058","Over 3s","Local Authority","Portlethen Out of School Project","Aberdeenshire","10/05/2023",4,5,4,4,0,17
"2059","Over 3s","Voluntary or Not for Profit","Stonehaven After School Club","Aberdeenshire","25/07/2023",4,4,4,4,0,16
"2060","Over 3s","Local Authority","Glasgow Gaelic School Nursery Sgoil Araich Sgoil Ghidhlig","Glasgow City","02/04/2024",5,5,5,5,0,20
"2061","Over 3s","Private","Glasgow Gaelic Out of School Care","Glasgow City","22/11/2021",4,4,5,5,0,18
"2062","Under 3s","Local Authority","Hamilton School For The Deaf Nursery","South Lanarkshire","15/03/2023",4,5,4,5,0,18
"2063","Under 3s","Local Authority","Sgoil Araich an Rubha","Na h-Eileanan Siar","22/08/2022",4,4,5,5,0,18
"2064","Under 3s","Local Authority","Bellrock Nursery School","Glasgow City","14/08/2019",5,5,5,5,0,20
"2065","Under 3s","Local Authority","Laurieston Day Nursery","Glasgow City","13/02/2020",5,5,5,5,0,20
"2066","Over 3s","Local Authority","Kilmaron Special School Nursery","Fife","10/12/2019",5,5,5,5,0,20
"2067","Over 3s","Local Authority","Rosslyn Special School Nursery","Fife","18/01/2018",5,5,4,5,0,19
"2068","Over 3s","Voluntary or Not for Profit","Kintore Playgroup","Aberdeenshire","03/04/2024",4,4,3,4,0,15
"2069","Over 3s","Private","Jennyswell OSC - Todholm","Renfrewshire","15/03/2023",4,4,4,4,0,16
"2070","Under 3s","Local Authority","Bridge of Weir Early Learning and Childcare Class","Renfrewshire","03/01/2024",5,5,5,5,0,20
"2071","Under 3s","Private","Rowan Tree Nursery","Glasgow City","05/08/2022",4,4,4,4,0,16
"2072","Over 3s","Local Authority","Islesburgh Out of School Care Service","Shetland Islands","15/12/2023",4,4,3,4,0,15
"2073","Under 3s","Private","Cherry Tree Pre School Nursery","Aberdeenshire","18/01/2022",5,5,4,5,0,19
"2074","Under 3s","Local Authority","Rothienorman School Nursery","Aberdeenshire","07/06/2023",4,5,4,4,0,17
"2075","Over 3s","Voluntary or Not for Profit","Gingerbread-St Cuthbert's ASC","City of Edinburgh","20/02/2024",4,3,3,4,0,14
"2076","Over 3s","Private","Kidzcare@Duddingston","City of Edinburgh","19/12/2023",4,5,5,4,0,18
"2077","Over 3s","Local Authority","Carlibar Nursery and PSADU","East Renfrewshire","08/12/2017",5,6,5,5,0,21
"2078","Under 3s","Private","Red Squirrel Nursery","Dundee City","10/11/2023",3,3,3,3,0,12
"2079","Under 3s","Private","Calderbank Nursery","Dumfries & Galloway","06/01/2023",4,5,4,4,0,17
"2080","Under 3s","Private","Nursery Times At The Park","South Lanarkshire","27/05/2021",4,4,4,4,0,16
"2081","Over 3s","Local Authority","Bathgate Early Years Service","West Lothian","15/11/2018",6,4,6,4,0,20
"2082","Under 3s","Local Authority","Calderside Nursery Centre","South Lanarkshire","09/01/2024",4,4,4,4,1,16
"2083","Over 3s","Private","Kidzcare@Parsons Green","City of Edinburgh","01/11/2018",4,4,4,4,0,16
"2084","Over 3s","Local Authority","Carlibar Communication Centre - Playscheme","East Renfrewshire","22/09/2017",5,4,4,5,0,18
"2085","Under 3s","Voluntary or Not for Profit","Dr Bell's Family Centre","City of Edinburgh","07/11/2023",4,5,5,5,0,19
"2086","Over 3s","Voluntary or Not for Profit","St. Clements OOSC","Dundee City","09/01/2024",3,3,2,3,0,11
"2087","Under 3s","Local Authority","Tower View Nursery","Glasgow City","07/12/2022",5,5,6,6,0,22
"2088","Over 3s","Private","The Geilston Hall After School Club","Argyll & Bute","02/08/2023",4,5,4,5,0,18
"2089","Under 3s","Private","Poppies Pre-School Ltd","Aberdeenshire","05/05/2023",6,6,6,6,1,24
"2090","Under 3s","Private","Gylemuir Community Playgroup","City of Edinburgh","08/01/2024",4,4,3,4,0,15
"2091","Under 3s","Local Authority","Croftcroighn Nursery","Glasgow City","17/01/2024",4,5,4,4,0,17
"2092","Over 3s","Local Authority","Portree (Gaelic) Nursery","Highland","25/01/2024",4,5,4,4,0,17
"2093","Under 3s","Local Authority","Drumchapel Early Years Centre","Glasgow City","13/12/2018",4,5,4,4,0,17
"2094","Under 3s","Private","Healthy Steps Organic Nursery","Glasgow City","09/09/2020",4,5,5,5,0,19
"2095","Under 3s","Private","My Little Fishes Nursery","Glasgow City","14/05/2019",5,5,6,5,0,21
"2096","Over 3s","Local Authority","Machrie Nursery School","Glasgow City","20/06/2019",5,5,4,5,1,19
"2097","Over 3s","Local Authority","Kilmacolm Primary School Nursery","Inverclyde","16/04/2018",4,4,5,5,0,18
"2098","Over 3s","Local Authority","Wormit Out Of School Club","Fife","09/05/2023",4,4,4,4,0,16
"2099","Over 3s","Local Authority","Ness Out of School Care Service","Shetland Islands","11/02/2019",4,5,5,4,0,18
"2100","Under 3s","Private","Old Doune Road Nursery Limited","Stirling","21/08/2019",5,5,6,5,0,21
"2101","Over 3s","Local Authority","Mill O'Forest School Nursery","Aberdeenshire","26/03/2024",5,5,4,5,0,19
"2102","Over 3s","Local Authority","Kinnoull Kids Club","Perth & Kinross","16/01/2024",4,5,4,5,0,18
"2103","Under 3s","Private","Kirkliston Orchard Nursery","City of Edinburgh","16/01/2020",5,5,4,5,0,19
"2104","Under 3s","Local Authority","Acredyke Nursery School","Glasgow City","18/10/2019",5,5,6,6,0,22
"2105","Under 3s","Local Authority","Family Centre - Merkinch","Highland","07/03/2019",5,5,5,5,0,20
"2106","Over 3s","Local Authority","Lairhillock School Nursery","Aberdeenshire","23/08/2018",5,5,4,4,0,18
"2107","Under 3s","Private","Rosemount Little Rascals Limited","Angus","14/10/2021",4,4,4,4,0,16
"2108","Under 3s","Voluntary or Not for Profit","Edzell Nursery Ltd","City of Edinburgh","09/05/2024",5,5,4,4,0,18
"2109","Over 3s","Local Authority","Masterton Out of School Club","Fife","06/01/2022",5,5,4,5,0,19
"2110","Over 3s","Local Authority","Merkinch Early Learning and Childcare Centre","Highland","29/06/2023",4,4,5,4,0,17
"2111","Under 3s","Local Authority","Hillhead Nursery Centre","East Dunbartonshire","25/04/2024",5,4,4,3,0,16
"2112","Under 3s","Local Authority","Auchenblae School Nursery","Aberdeenshire","19/04/2023",5,4,5,4,0,18
"2113","Over 3s","Private","Clydesdale After School Care (Wishaw)","North Lanarkshire","31/07/2018",5,5,5,5,0,20
"2114","Under 3s","Voluntary or Not for Profit","Upstairs Kids Klub","South Lanarkshire","20/05/2019",5,4,4,5,0,18
"2115","Over 3s","Local Authority","Strathallan Out of School Club","Fife","19/09/2023",4,4,3,4,0,15
"2116","Over 3s","Local Authority","Strathallan Primary School Nursery","Fife","21/01/2019",5,5,5,5,0,20
"2117","Under 3s","Private","Scallywags Children's Nursery","Angus","02/03/2023",4,5,5,5,0,19
"2118","Over 3s","Local Authority","Carron Primary School Nursery Class","Falkirk","11/07/2017",5,5,5,5,0,20
"2119","Over 3s","Local Authority","Nethermains Primary School Nursery Class","Falkirk","18/01/2023",4,4,4,4,0,16
"2120","Over 3s","Voluntary or Not for Profit","TASC - St Clare's","Glasgow City","18/05/2018",5,5,5,5,0,20
"2121","Under 3s","Private","Babes in the wood","Aberdeenshire","17/08/2023",5,4,5,5,0,19
"2122","Under 3s","Private","Orchard Park Nursery","East Renfrewshire","20/02/2023",4,4,4,4,0,16
"2123","Under 3s","Local Authority","Sgoil Araich an Oib","Na h-Eileanan Siar","27/05/2019",5,5,5,5,0,20
"2124","Over 3s","Local Authority","Resolis Primary School Nursery","Highland","24/11/2023",4,5,3,4,0,16
"2125","Under 3s","Voluntary or Not for Profit","MaxPlay2","Dumfries & Galloway","22/08/2019",4,4,5,4,0,17
"2126","Under 3s","Private","Keith Play Centre Nursery & Rising 3's Group","Moray","08/07/2021",4,4,4,4,0,16
"2127","Under 3s","Voluntary or Not for Profit","Mid Annandale Playcare","Dumfries & Galloway","18/09/2019",4,4,4,4,0,16
"2128","Under 3s","Private","Happy Days - Bishopbriggs","East Dunbartonshire","22/08/2023",3,4,4,4,0,15
"2129","Under 3s","Private","Sparklers Private Nursery Ltd","Dumfries & Galloway","31/10/2023",3,3,4,3,0,13
"2130","Under 3s","Voluntary or Not for Profit","Community Central Hall - Happy Days Nursery","Glasgow City","22/06/2018",5,5,4,5,0,19
"2131","Over 3s","Voluntary or Not for Profit","Community Central Hall - Safe Til Six","Glasgow City","08/01/2019",4,5,4,5,0,18
"2132","Under 3s","Local Authority","St. Patrick's Family Learning Centre","North Lanarkshire","18/10/2019",5,5,4,5,0,19
"2133","Over 3s","Local Authority","St. Ignatius Primary School Nursery Class","North Lanarkshire","28/03/2024",6,6,3,3,0,18
"2134","Over 3s","Local Authority","Inshes Primary School Nursery","Highland","30/10/2023",4,3,4,4,0,15
"2135","Over 3s","Local Authority","Bun-sgoil Ghaidhlig Inbhir Nis","Highland","16/01/2023",5,5,5,5,0,20
"2136","Under 3s","Private","The Barnehage Nursery  & Out of School Care","South Lanarkshire","09/01/2023",4,4,4,4,0,16
"2137","Over 3s","Local Authority","Culbokie Primary School Nursery","Highland","07/11/2023",2,2,1,2,0,7
"2138","Over 3s","Private","The Big Space Out of School Club","Scottish Borders","31/05/2023",3,3,3,3,1,12
"2139","Under 3s","Private","Carrick Nursery","Glasgow City","06/09/2022",4,5,5,5,1,19
"2140","Under 3s","Private","Cherrytrees Nursery","City of Edinburgh","19/04/2024",4,4,4,4,0,16
"2141","Over 3s","Voluntary or Not for Profit","Connect 2 Out of School Care (Dalmarnock)","Glasgow City","12/02/2020",4,5,5,5,0,19
"2142","Over 3s","Voluntary or Not for Profit","Connect 2 Out of School Care (Carntyne)","Glasgow City","03/08/2022",4,5,5,5,0,19
"2143","Over 3s","Voluntary or Not for Profit","Connect 2 Out of School Care (Riddrie)","Glasgow City","04/09/2019",5,5,5,5,0,20
"2144","Under 3s","Local Authority","Green Trees Nursery","Glasgow City","27/05/2021",4,4,4,4,0,16
"2145","Under 3s","Voluntary or Not for Profit","TASK Childcare Services Ltd.","Glasgow City","02/10/2019",5,5,5,6,0,21
"2146","Under 3s","Private","Hyde 'n' Seek On The Green","Glasgow City","30/01/2020",4,4,5,4,1,17
"2147","Over 3s","Private","North East Circle, Garrowhill OSC","Glasgow City","14/11/2019",4,4,6,5,0,19
"2148","Over 3s","Private","North East Circle, St. Bridgets OSC","Glasgow City","10/09/2020",5,5,4,5,0,19
"2149","Over 3s","Voluntary or Not for Profit","Tictacs Two After School Service","Glasgow City","26/04/2022",4,4,4,4,0,16
"2150","Over 3s","Local Authority","St. Brides Primary School Nursery","Highland","27/04/2017",5,5,4,5,0,19
"2151","Under 3s","Private","Carli's Kindergarten Ltd","Renfrewshire","02/12/2021",4,5,4,5,1,18
"2152","Under 3s","Voluntary or Not for Profit","Bonnyrigg Playgroup","Midlothian","19/07/2023",4,5,4,4,0,17
"2153","Under 3s","Local Authority","Holy Cross Primary School Nursery Class","North Lanarkshire","06/03/2024",5,5,5,5,0,20
"2154","Under 3s","Private","Thrive Childcare and Education Kirkintilloch Nature Kindergarten","East Dunbartonshire","30/08/2023",3,4,4,4,1,15
"2155","Over 3s","Voluntary or Not for Profit","Dalmuir Out of School Care Group","West Dunbartonshire","12/01/2023",4,5,5,5,0,19
"2156","Under 3s","Voluntary or Not for Profit","Arniston Playgroup - Gorebridge","Midlothian","25/02/2020",4,5,4,5,0,18
"2157","Under 3s","Private","Lochview Nursery","North Lanarkshire","11/12/2023",5,5,4,5,0,19
"2158","Over 3s","Local Authority","Whitehills Pre School Class","Angus","17/04/2024",5,5,4,5,0,19
"2159","Under 3s","Local Authority","Castlemilk Family Learning Centre","Glasgow City","27/11/2018",6,5,5,6,0,22
"2160","Over 3s","Local Authority","Windygoul Primary School Nursery Class","East Lothian","14/02/2018",4,4,4,5,0,17
"2161","Over 3s","Voluntary or Not for Profit","TASC - Antonine","Glasgow City","14/02/2018",5,5,4,5,0,19
"2162","Over 3s","Voluntary or Not for Profit","Go Kids Kinnaird","Falkirk","30/11/2017",4,4,4,5,0,17
"2163","Under 3s","Private","Kidology","Inverclyde","29/08/2022",4,4,4,4,0,16
"2164","Over 3s","Local Authority","Duloch Out of School Club","Fife","03/12/2018",4,5,5,5,0,19
"2165","Under 3s","Local Authority","Garnock Community Campus","North Ayrshire","14/02/2019",5,4,4,4,0,17
"2166","Over 3s","Private","Bishopbriggs Out of School Care - Meadowburn Primary","East Dunbartonshire","13/03/2023",4,5,4,5,0,18
"2167","Over 3s","Private","Bishopbriggs Out of School Care Wester Cleddens Primary and St. Matthew's Primary","East Dunbartonshire","27/03/2023",5,5,4,5,0,19
"2168","Over 3s","Private","Bishopbriggs Out of School Care - Thomas Muir Primary","East Dunbartonshire","13/03/2023",5,5,4,5,0,19
"2169","Over 3s","Local Authority","Duloch Primary School Nursery","Fife","05/05/2023",4,4,5,4,0,17
"2170","Over 3s","Local Authority","Oaklands School Nursery Class","City of Edinburgh","30/11/2018",5,5,5,6,0,21
"2171","Over 3s","Voluntary or Not for Profit","LASC Childcare Services Ltd (Ramsay)","Midlothian","18/03/2019",5,5,6,5,1,21
"2172","Under 3s","Local Authority","Hazelwood School","Glasgow City","21/12/2018",6,5,5,5,0,21
"2173","Under 3s","Private","Cothrom Og","Na h-Eileanan Siar","28/05/2024",3,4,4,4,0,15
"2174","Under 3s","Voluntary or Not for Profit","Southside Daycare","Glasgow City","27/10/2023",4,3,3,4,0,14
"2175","Over 3s","Local Authority","Westercraigs Nursery School","Glasgow City","03/03/2020",6,5,5,5,0,21
"2176","Over 3s","Local Authority","Simpson Primary School Nursery Class","West Lothian","19/09/2023",3,3,3,3,0,12
"2177","Over 3s","Local Authority","Canal View Primary School Nursery Class","City of Edinburgh","27/02/2020",4,6,5,5,0,20
"2178","Over 3s","Local Authority","Pentland Primary School Nursery Class","City of Edinburgh","26/03/2019",6,5,5,6,0,22
"2179","Over 3s","Voluntary or Not for Profit","Lothian Autistic Society Edinburgh Daycare","City of Edinburgh","04/09/2017",5,6,6,5,0,22
"2180","Under 3s","Voluntary or Not for Profit","V.I.P. Childcare - Moray","Moray","29/10/2021",6,6,5,5,0,22
"2181","Over 3s","Local Authority","Kinnaird Waters Early Learning and Childcare Centre","Falkirk","13/06/2022",5,4,5,5,0,19
"2182","Over 3s","Private","Lainshaw Lions","East Ayrshire","19/07/2023",4,4,4,4,0,16
"2183","Under 3s","Private","Walker Street Nursery","City of Edinburgh","06/03/2024",4,4,4,4,0,16
"2184","Over 3s","Local Authority","Cawdor Early Learning and Childcare","Highland","17/01/2020",4,5,5,4,0,18
"2185","Under 3s","Local Authority","Mulbuie Nursery","Highland","06/01/2020",5,5,4,5,0,19
"2186","Over 3s","Voluntary or Not for Profit","Tranent Out of School Club (Windygoul)","East Lothian","09/11/2017",5,5,6,5,0,21
"2187","Over 3s","Local Authority","Burnside Pre-School Class","Angus","21/02/2024",5,5,5,5,0,20
"2188","Over 3s","Local Authority","Woodlands Pre-School Class","Angus","23/09/2019",5,5,5,5,0,20
"2189","Over 3s","Local Authority","Rockfield Primary Pre Five Unit.","Argyll & Bute","14/03/2019",5,4,4,5,0,18
"2190","Over 3s","Local Authority","Rothesay Primary Pre Five Unit","Argyll & Bute","03/05/2019",4,5,5,5,0,19
"2191","Over 3s","Local Authority","Stobhill Primary School Nursery","Midlothian","23/06/2020",4,5,5,4,0,18
"2192","Over 3s","Local Authority","Moorfoot Primary School Nursery","Midlothian","08/10/2019",5,5,5,5,0,20
"2193","Over 3s","Local Authority","Loanhead Primary School Nursery","Midlothian","12/06/2018",4,4,4,5,0,17
"2194","Over 3s","Local Authority","Strathesk Primary School Nursery","Midlothian","14/09/2020",4,4,4,4,0,16
"2195","Over 3s","Local Authority","Tynewater Primary School Nursery","Midlothian","26/03/2024",4,4,4,4,0,16
"2196","Over 3s","Local Authority","Gorebridge Primary School Nursery","Midlothian","04/02/2020",4,4,4,4,0,16
"2197","Over 3s","Local Authority","Lamlash Primary School Nursery Class","North Ayrshire","20/12/2023",5,5,5,5,0,20
"2198","Over 3s","Private","Carmunnock ASC","Glasgow City","09/01/2023",5,5,5,5,0,20
"2199","Under 3s","Private","Little Scholars Day Nursery","Dundee City","21/06/2021",5,5,5,5,0,20
"2200","Over 3s","Local Authority","Thistle Grove Nursery Class","Dumfries & Galloway","12/09/2017",4,4,4,4,0,16
"2201","Over 3s","Private","Spring Oscars @ Pentland","City of Edinburgh","05/10/2023",3,3,3,3,0,12
"2202","Under 3s","Local Authority","Woodlands Nursery Centre","South Lanarkshire","11/07/2023",4,4,4,4,0,16
"2203","Over 3s","Voluntary or Not for Profit","Indigo Childcare@ St Bartholomew's Primary School","Glasgow City","22/12/2017",5,5,4,5,0,19
"2204","Over 3s","Private","North East Circle, Caledonia Primary OSC","Glasgow City","19/04/2023",4,4,4,4,0,16
"2205","Over 3s","Local Authority","Auchtermuchty Out of School Club","Fife","10/05/2023",4,4,4,4,0,16
"2206","Over 3s","Local Authority","Muirhead Care Club","South Ayrshire","21/06/2019",4,5,5,4,0,18
"2207","Over 3s","Private","Forehill After School Club Ltd","South Ayrshire","09/08/2017",5,5,5,5,0,20
"2208","Over 3s","Private","Hamilton College After Care","South Lanarkshire","25/07/2018",6,5,4,4,0,19
"2209","Over 3s","Local Authority","Currie Primary School Nursery Class","City of Edinburgh","05/09/2016",5,5,5,5,0,20
"2210","Under 3s","Private","The Wendyhouse Children's Nursery (Forfar)","Angus","16/05/2023",4,4,4,4,1,16
"2211","Over 3s","Local Authority","Lawfield Primary School","Midlothian","14/06/2018",5,5,4,4,0,18
"2212","Under 3s","Private","The Wendyhouse Children's Nursery","Angus","11/07/2023",4,4,4,4,0,16
"2213","Over 3s","Private","The Wendyhouse OOSC","Angus","06/10/2023",4,4,3,3,1,14
"2214","Over 3s","Local Authority","Stepps Primary School Nursery Class","North Lanarkshire","03/11/2017",5,5,5,5,0,20
"2215","Under 3s","Private","Little Beehive Nursery (Angus) Limited","Angus","04/04/2024",5,5,5,5,0,20
"2216","Over 3s","Local Authority","Lochgilphead Primary Pre Five Unit","Argyll & Bute","04/09/2020",4,4,5,4,0,17
"2217","Under 3s","Local Authority","Sgoil Araich Loch a Tuath","Na h-Eileanan Siar","19/04/2023",4,4,4,4,0,16
"2218","Over 3s","Local Authority","St. Kevin's Primary School Nursery Class","North Lanarkshire","08/03/2024",5,6,5,5,0,21
"2219","Over 3s","Local Authority","Balmedie School Nursery","Aberdeenshire","23/05/2024",4,4,4,4,0,16
